run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,ena_first_public,ena_last_update,event_device,external_id,iho,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,sampling_objective,submitter_id,broker_name,depth,env_biome,env_feature,env_material,environmental_package,event_date_time,latitude,longitude,geo_loc_name,mrgid,project_name,protocol_label,salinity_pss,sample_name_1,sample_title_1,sampling_campaign,sampling_platform,sampling_site,temperature_degC,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,size_frac_low,size_frac_up,size_frac,lat_lon,year,month,day,time,collection_date,layer,local_time,samp_size,samp_vol_we_dna_ext
ERR771090,PRJEB8682,0.329,WGS,RANDOM,Illumina MiSeq,238,marine metagenome,ERX714304,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD2014 @ PT MAINLAND,SAMEA3275534,ERS667551,SAMEA3275534,OSD115_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,ACID WASHED RECIPIENT,SAMEA3275534,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,39.134347,-9.384778,OSD2014 @ PT MAINLAND,238,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:00000447,ENVO:00002042,ENVO.00002110,water,2014-06-21T14:30:00+00,39.134347,-9.384778,North Atlantic Ocean,1912,Micro B3,NPL022,40,238,OSD115_2014-06-21_0m_NPL022,OSD-Jun-2014,Ground,"OSD115,Santa Cruz",20.3,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1050843,328760710,151993946,2015-03-04 04:56:39,156.43,72.22,156.43,72.22,0.22,,0.22-NA,39.134347 -9.384778,2014,06,21,14:30:00,2014-06-21,surface water,,,
ERR771091,PRJEB8682,0.321,WGS,RANDOM,Illumina MiSeq,241,marine metagenome,ERX714254,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series BERLENGAS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA, with the collaboration of the Marine Resources Research Group (GIRM) of Polytechnic Institute of Leiria",SAMEA3275535,ERS667552,SAMEA3275535,OSD114_2014-06-21_50m_NPL022,2015-03-03,2016-10-21,Sterilized 8L-Niskin Bottle,SAMEA3275535,North Atlantic Ocean,OSD_IPMA & IPL,OSD_IPMA & IPL,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,34.41,-9.51,"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series BERLENGAS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA, with the collaboration of the Marine Resources Research Group (GIRM) of Polytechnic Institute of Leiria",241,"Max Planck Institute for Marine Microbiology, Bremen",50,Coastal Sea area,Pelagic isothermal surface,Mesotrophic water,water,2014-06-21T10:05:00+00,34.41,-9.51,North Atlantic Ocean,1912,Micro B3,NPL022,33.57,241,OSD114_2014-06-21_50m_NPL022,OSD-Jun-2014,Vessel,"OSD114,NE Iberian Atlantic - BerlengasWatch",18.5,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,993189,320765768,148292064,2015-03-04 04:56:39,161.48,72.64,161.48,72.64,0.22,,0.22-NA,34.41 -9.51,2014,06,21,10:05:00,2014-06-21,surface water,,,
ERR771092,PRJEB8682,0.407,WGS,RANDOM,Illumina MiSeq,222,marine metagenome,ERX714305,Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series CASCAIS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA",SAMEA3282985,ERS667553,SAMEA3282985,OSD113_2014-06-21_39m_NPL022,2015-03-03,2016-10-21,"Sterilized 8L-Niskin bottle, Seabird SBE 911p CTD",SAMEA3282985,North Atlantic Ocean,OSD_IPMA; Instituto PortuguÃªs do Mar e da Atmosfera,OSD_IPMA; Instituto PortuguÃªs do Mar e da Atmosfera,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.6667,-9.4367,"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series CASCAIS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA",222,"Max Planck Institute for Marine Microbiology, Bremen",39,Coastal Sea area,Pelagic isothermal surface,Mesotrophic water,water,2014-06-21T11:25:00+00,38.6667,-9.4367,North Atlantic Ocean,1912,Micro B3,NPL022,35.27,222,OSD113_2014-06-21_39m_NPL022,OSD-Jun-2014,Research vessel,"OSD113,NE Iberian Atlantic - CascaisWatch",18,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1187223,407027900,187360469,2015-03-04 04:56:39,171.42,69.21,171.42,69.21,0.22,,0.22-NA,38.6667 -9.4367,2014,06,21,11:25:00,2014-06-21,surface water,,,
ERR771093,PRJEB8682,0.474,WGS,RANDOM,Illumina MiSeq,237,marine metagenome,ERX714310,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD2014 @ PT MAINLAND,SAMEA3275536,ERS667554,SAMEA3275536,OSD111_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,ACID WASHED RECIPIENT,SAMEA3275536,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,-8.703761,40.659875,OSD2014 @ PT MAINLAND,237,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,2014-06-21T08:30:00+00,40.659875,-8.703761,North Atlantic Ocean,1912,Micro B3,NPL022,30,237,OSD111_2014-06-21_0m_NPL022,OSD-Jun-2014,Ground,"OSD111,Ria de Aveiro_1",25.2,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1522835,474075736,223687442,2015-03-04 04:56:39,155.66,77.86,155.66,77.86,0.22,,0.22-NA,40.659875 -8.703761,2014,06,21,08:30:00,2014-06-21,surface water,,,
ERR771094,PRJEB8682,0.429,WGS,RANDOM,Illumina MiSeq,236,marine metagenome,ERX714309,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD2014 @ PT MAINLAND,SAMEA3275537,ERS667555,SAMEA3275537,OSD110_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,ACID WASHED RECIPIENT,SAMEA3275537,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,40.145122,-8.869328,OSD2014 @ PT MAINLAND,236,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,2014-06-21T10:30:00+00,40.145122,-8.869328,North Atlantic Ocean,1912,Micro B3,NPL022,22.5,236,OSD110_2014-06-21_0m_NPL022,OSD-Jun-2014,Ground,"OSD110,Figueira da Foz",23,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1311996,429014654,211955583,2015-03-04 04:56:40,163.5,78.42,163.5,78.42,0.22,,0.22-NA,40.145122 -8.869328,2014,06,21,10:30:00,2014-06-21,surface water,,,
ERR771095,PRJEB8682,0.288,WGS,RANDOM,Illumina MiSeq,235,marine metagenome,ERX714308,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD2014 @ PT MAINLAND,SAMEA3275538,ERS667556,SAMEA3275538,OSD109_2014-06-20_0m_NPL022,2015-03-03,2016-10-21,ACID WASHED RECIPIENT,SAMEA3275538,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.676942,-9.012392,OSD2014 @ PT MAINLAND,235,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,2014-06-20T11:00:00+00,38.676942,-9.012392,North Atlantic Ocean,1912,Micro B3,NPL022,30,235,OSD109_2014-06-20_0m_NPL022,OSD-Jun-2014,Ground,"OSD109,RosÃ¡rio",20.5,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,929805,288410094,137284511,2015-03-04 04:56:40,155.09,76.21,155.09,76.21,0.22,,0.22-NA,38.676942 -9.012392,2014,06,20,11:00:00,2014-06-20,surface water,,,
ERR771096,PRJEB8682,0.313,WGS,RANDOM,Illumina MiSeq,234,marine metagenome,ERX714307,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD2014 PORTUGAL MAINLAND,SAMEA3275539,ERS667557,SAMEA3275539,OSD108_2014-06-20_0m_NPL022,2015-03-03,2016-10-21,ACID WASHED RECIPIENT,SAMEA3275539,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.757283,-8.966333,OSD2014 PORTUGAL MAINLAND,234,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,2014-06-20T11:40:00+00,38.757283,-8.966333,North Atlantic Ocean,1912,Micro B3,NPL022,30,234,OSD108_2014-06-20_0m_NPL022,OSD-Jun-2014,Ground,"OSD108,Alcochete",20.1,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,938162,312814110,154610951,2015-03-04 04:56:40,166.72,79.62,166.72,79.62,0.22,,0.22-NA,38.757283 -8.966333,2014,06,20,11:40:00,2014-06-20,surface water,,,
ERR771097,PRJEB8682,0.273,WGS,RANDOM,Illumina MiSeq,233,marine metagenome,ERX714311,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD2014 PORTUGAL MAINLAND,SAMEA3275540,ERS667558,SAMEA3275540,OSD107_2014-06-20_0m_NPL022,2015-03-03,2016-10-21,ACID WASHED RECIPIENT,SAMEA3275540,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,39.14039,-9.38011,OSD2014 PORTUGAL MAINLAND,233,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,2014-06-20T09:50:00+00,39.14039,-9.38011,North Atlantic Ocean,1912,Micro B3,NPL022,30,233,OSD107_2014-06-20_0m_NPL022,OSD-Jun-2014,Ground,"OSD107,Lisboa",20.2,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,883110,273378550,138805165,2015-03-04 04:56:40,154.78,76.37,154.78,76.37,0.22,,0.22-NA,39.14039 -9.38011,2014,06,20,09:50:00,2014-06-20,surface water,,,
ERR771098,PRJEB8682,0.427,WGS,RANDOM,Illumina MiSeq,225,marine metagenome,ERX714366,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Microbial diversity,SAMEA3275541,ERS667559,SAMEA3275541,OSD106_2014-06-20_15m_NPL022,2015-03-03,2016-10-21,Clean Water Bottles,SAMEA3275541,North Atlantic Ocean,OSD_MATIS,OSD_MATIS,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,65.9449,-22.4192,Microbial diversity,225,"Max Planck Institute for Marine Microbiology, Bremen",15,ENV:00000447,ENV:00002042,ENV:00002010,water,2014-06-20T11:30:00+00,65.9449,-22.4192,North Atlantic Ocean,1912,Micro B3,NPL022,29.2,225,OSD106_2014-06-20_15m_NPL022,OSD-Jun-2014,Small research vessel,"OSD106,REYKIS",7.5,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1437571,427316134,199186286,2015-03-04 04:56:40,148.62,69.93,148.62,69.93,0.22,,0.22-NA,65.9449 -22.4192,2014,06,20,11:30:00,2014-06-20,surface water,,,
ERR771099,PRJEB8682,0.334,WGS,RANDOM,Illumina MiSeq,224,marine metagenome,ERX714365,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Microbial diversity,SAMEA3275542,ERS667560,SAMEA3275542,OSD106_2014-06-20_0m_NPL022,2015-03-03,2016-10-21,Clean Water Bottles,SAMEA3275542,North Atlantic Ocean,OSD_MATIS,OSD_MATIS,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,65.9449,-22.4192,Microbial diversity,224,"Max Planck Institute for Marine Microbiology, Bremen",0,ENV:00000447,ENV:00002042,ENV:00002010,water,2014-06-20T11:00:00+00,65.9449,-22.4192,North Atlantic Ocean,1912,Micro B3,NPL022,19,224,OSD106_2014-06-20_0m_NPL022,OSD-Jun-2014,Small research vessel,"OSD106,REYKIS",7.6,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1064254,334141756,158288390,2015-03-04 04:56:40,156.98,73.13,156.98,73.13,0.22,,0.22-NA,65.9449 -22.4192,2014,06,20,11:00:00,2014-06-20,surface water,,,
ERR771100,PRJEB8682,0.434,WGS,RANDOM,Illumina MiSeq,179,marine metagenome,ERX714306,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"As part of the Arctic Science partnership, the Cambridge Bay campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",SAMEA3275543,ERS667561,SAMEA3275543,OSD105_2014-06-21_4.12m_NPL022,2015-03-03,2016-10-21,peristaltic pump,SAMEA3275543,Northwestern Passages,OSD_University of Alaska Fairbanks,OSD_University of Alaska Fairbanks,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,69.023323,-105.34339,"As part of the Arctic Science partnership, the Cambridge Bay campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",179,"Max Planck Institute for Marine Microbiology, Bremen",4.12,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2014-06-21T11:39:00+00,69.023323,-105.34339,Northwestern Passages,5698,Micro B3,NPL022,26.91,179,OSD105_2014-06-21_4.12m_NPL022,OSD-Jun-2014,"92, ice shelf","OSD105,Cambridge Bay, Nunavut, Canada",-0.72,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1440765,433733032,198274295,2015-03-04 04:56:40,150.52,68.81,150.52,68.81,0.22,,0.22-NA,69.023323 -105.34339,2014,06,21,11:39:00,2014-06-21,surface water,,,
ERR771101,PRJEB8682,0.386,WGS,RANDOM,Illumina MiSeq,231,marine metagenome,ERX714249,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD2014 at Madeira Island,SAMEA3275544,ERS667562,SAMEA3275544,OSD103_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,ACID WASHED RECIPIENT,SAMEA3275544,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,32.7747,-16.828664,OSD2014 at Madeira Island,231,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:00000447,ENVO:00002042,ENVO.00002110,water,2014-06-21T10:15:00+00,32.7747,-16.828664,North Atlantic Ocean,1912,Micro B3,NPL022,37,231,OSD103_2014-06-21_0m_NPL022,OSD-Jun-2014,Ground,"OSD103,Porto da Cruz (Costa Norte)",20.2,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1202212,386488226,186157963,2015-03-04 04:56:40,160.74,77.87,160.74,77.87,0.22,,0.22-NA,32.7747 -16.828664,2014,06,21,10:15:00,2014-06-21,surface water,,,
