run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,collection_date,depth,geo_loc_name,lat_lon,alkalinity,chlorophyll,diss_inorg_carb,nitro,ph,phaeopigments,salinity,silicate,temp,env_broad_scale,env_local_scale,env_medium,phosphate,tot_part_carb,isolation_source,filter_size_um,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,diss_oxygen,pressure,local_time,pre_filter_size_um,env_biome,env_feature,env_material,altitude,diss_org_carb
SRR9178423,PRJNA352737,5.123,WGS,RANDOM,NextSeq 500,HSD20-02a-273-S2C008-0100-170209,marine plankton metagenome,SRX5951180,SCOPE metagenome (small size fraction) from HOT cruise 273 to station ALOHA. Sequenced on 20170209,HSD20-02a-273-S2C008-0100-170209,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-273-S2C008-0100,SRS4861866,SAMN11874763,SCOPE HOT time series metagenomic sample HSD20-02a-273-S2C008-0100,2015-06-20,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2325,0,2012,0,8.07,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,17051931,5122622664,2133237483,2019-06-07 15:51:20,150.19,5,150.23,4.37,,,"",0.2,"","","",,
SRR9178424,PRJNA352737,0.152,WGS,RANDOM,NextSeq 500,HSD20-02a-272-S2C005-0075-161107,marine plankton metagenome,SRX5951179,SCOPE metagenome (small size fraction) from HOT cruise 272 to station ALOHA. Sequenced on 20161107,HSD20-02a-272-S2C005-0075-161107,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-272-S2C005-0075,SRS4861720,SAMN11874750,SCOPE HOT time series metagenomic sample HSD20-02a-272-S2C005-0075,2015-05-24,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,506048,152105307,58489787,2019-06-07 15:51:20,150.31,4.77,150.26,5.3,,,"",0.2,"","","",,
SRR9178426,PRJNA352737,2.511,WGS,RANDOM,NextSeq 500,HSD20-02a-280-S2C004-0025-170217,marine plankton metagenome,SRX5951177,SCOPE metagenome (small size fraction) from HOT cruise 280 to station ALOHA. Sequenced on 20170217,HSD20-02a-280-S2C004-0025-170217,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-280-S2C004-0025,SRS4861865,SAMN11874832,SCOPE HOT time series metagenomic sample HSD20-02a-280-S2C004-0025,2016-01-13,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2305,0,1983,,8.08,0,35,,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,8362114,2511279078,1134450115,2019-06-07 15:51:20,150.17,5.17,150.15,5.17,,,"",0.2,"","","",,
SRR9178432,PRJNA352737,4.835,WGS,RANDOM,NextSeq 500,HSD20-02a-271-S2C004-0045-161130,marine plankton metagenome,SRX5951171,SCOPE metagenome (small size fraction) from HOT cruise 271 to station ALOHA. Sequenced on 20161130,HSD20-02a-271-S2C004-0045-161130,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-271-S2C004-0045,SRS4861577,SAMN11874737,SCOPE HOT time series metagenomic sample HSD20-02a-271-S2C004-0045,2015-04-22,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2324,0,2009,0,8.06,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,16142243,4835017853,2104286746,2019-06-07 15:51:19,149.43,10.52,150.1,5.75,,,"",0.2,"","","",,
SRR9178434,PRJNA352737,2.479,WGS,RANDOM,NextSeq 500,HSD20-02a-267-S2C010-0075-151221,marine plankton metagenome,SRX5951169,SCOPE metagenome (small size fraction) from HOT cruise 267 to station ALOHA. Sequenced on 20151221,HSD20-02a-267-S2C010-0075-151221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-267-S2C010-0075,SRS4861596,SAMN11874693,SCOPE HOT time series metagenomic sample HSD20-02a-267-S2C010-0075,2014-11-22,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2326,0,2005,0,8.08,0,35,,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,8208902,2479088404,1547547182,2019-06-07 15:51:19,151,0,151,0,,,"",0.2,"","","",,
SRR9178436,PRJNA352737,6.293,WGS,RANDOM,NextSeq 500,HSD00-20a-271-S2C004-0025-161007,marine plankton metagenome,SRX5951167,SCOPE metagenome (large size fraction) from HOT cruise 271 to station ALOHA. Sequenced on 20161007,HSD00-20a-271-S2C004-0025-161007,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-271-S2C004-0025,SRS4861862,SAMN11874547,SCOPE HOT time series metagenomic sample HSD00-20a-271-S2C004-0025,2015-04-22,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2317,0,2001,0,8.07,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,20990890,6293137376,2564251333,2019-06-07 15:51:19,149.88,7.72,149.92,7.31,,,"",,"","","",,
SRR9178438,PRJNA352737,3.448,WGS,RANDOM,NextSeq 500,HSD00-20a-268-S2C004-0005-151215,marine plankton metagenome,SRX5951165,SCOPE metagenome (large size fraction) from HOT cruise 268 to station ALOHA. Sequenced on 20151215,HSD00-20a-268-S2C004-0005-151215,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-268-S2C004-0005,SRS4861767,SAMN11874513,SCOPE HOT time series metagenomic sample HSD00-20a-268-S2C004-0005,2014-12-17,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2327,0,2008,0,8.07,0,35,,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,11525184,3448124701,1386248702,2019-06-07 15:51:18,149.49,9.34,149.69,7.97,,,"",,"","","",,
SRR9178443,PRJNA352737,6.521,WGS,RANDOM,NextSeq 500,HSD00-20a-274-S2C005-0025-161205,marine plankton metagenome,SRX5951160,SCOPE metagenome (large size fraction) from HOT cruise 274 to station ALOHA. Sequenced on 20161205,HSD00-20a-274-S2C005-0025-161205,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-274-S2C005-0025,SRS4861858,SAMN11874583,SCOPE HOT time series metagenomic sample HSD00-20a-274-S2C005-0025,2015-07-20,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2312,0,1997,0,8.08,0,35,1,27,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,21754954,6521453544,2967723262,2019-06-07 15:51:18,149.87,7.57,149.9,7.14,,,"",,"","","",,
SRR9178447,PRJNA352737,0.126,WGS,RANDOM,NextSeq 500,HSD20-02a-272-S2C008-0100-161107,marine plankton metagenome,SRX5951156,SCOPE metagenome (small size fraction) from HOT cruise 272 to station ALOHA. Sequenced on 20161107,HSD20-02a-272-S2C008-0100-161107,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-272-S2C008-0100,SRS4861688,SAMN11874751,SCOPE HOT time series metagenomic sample HSD20-02a-272-S2C008-0100,2015-05-24,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,419795,126175603,48500758,2019-06-07 15:51:17,150.32,4.74,150.25,5.34,,,"",0.2,"","","",,
SRR9178454,PRJNA352737,3.225,WGS,RANDOM,NextSeq 500,HSD20-02a-275-S2C004-0005-170214,marine plankton metagenome,SRX5951149,SCOPE metagenome (small size fraction) from HOT cruise 275 to station ALOHA. Sequenced on 20170214,HSD20-02a-275-S2C004-0005-170214,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-275-S2C004-0005,SRS4861851,SAMN11874783,SCOPE HOT time series metagenomic sample HSD20-02a-275-S2C004-0005,2015-08-13,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2331,0,2002,0,8.08,0,35,1,27,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,10733433,3224637973,1475136011,2019-06-07 15:51:16,150.09,6.65,150.34,3.82,,,"",0.2,"","","",,
SRR9178462,PRJNA352737,8.153,WGS,RANDOM,NextSeq 500,HSD00-20a-268-S2C004-0075-151215,marine plankton metagenome,SRX5951141,SCOPE metagenome (large size fraction) from HOT cruise 268 to station ALOHA. Sequenced on 20151215,HSD00-20a-268-S2C004-0075-151215,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-268-S2C004-0075,SRS4861796,SAMN11874516,SCOPE HOT time series metagenomic sample HSD00-20a-268-S2C004-0075,2014-12-17,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2328,0,2008,0,8.07,0,35,1,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,27176404,8153084867,3297518149,2019-06-07 15:51:15,149.95,6.96,150.06,5.98,,,"",,"","","",,
SRR9178465,PRJNA352737,14.656,WGS,RANDOM,NextSeq 500,HSD00-20a-270-S2C009-0100-161122,marine plankton metagenome,SRX5951138,SCOPE metagenome (large size fraction) from HOT cruise 270 to station ALOHA. Sequenced on 20161122,HSD00-20a-270-S2C009-0100-161122,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-270-S2C009-0100,SRS4861672,SAMN11874541,SCOPE HOT time series metagenomic sample HSD00-20a-270-S2C009-0100,2015-03-30,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2323,0,2014,0,8.06,0,35,,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,48835891,14656402247,6895788797,2019-06-07 15:51:15,150.03,6.67,150.08,6.03,,,"",,"","","",,
SRR9178466,PRJNA352737,0.274,WGS,RANDOM,NextSeq 500,HSD20-02a-272-S2C005-0045-161107,marine plankton metagenome,SRX5951137,SCOPE metagenome (small size fraction) from HOT cruise 272 to station ALOHA. Sequenced on 20161107,HSD20-02a-272-S2C005-0045-161107,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-272-S2C005-0045,SRS4861711,SAMN11874749,SCOPE HOT time series metagenomic sample HSD20-02a-272-S2C005-0045,2015-05-24,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,,,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,909713,273987815,73546127,2019-06-07 15:51:15,150.57,4.77,150.61,4.23,,,"",0.2,"","","",,
SRR9178467,PRJNA352737,4.134,WGS,RANDOM,NextSeq 500,HSD20-02a-279-S2C004-0025-170221,marine plankton metagenome,SRX5951136,SCOPE metagenome (small size fraction) from HOT cruise 279 to station ALOHA. Sequenced on 20170221,HSD20-02a-279-S2C004-0025-170221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-279-S2C004-0025,SRS4861561,SAMN11874820,SCOPE HOT time series metagenomic sample HSD20-02a-279-S2C004-0025,2015-12-09,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2305,0,1983,0,8.09,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,13794848,4133554539,1979412685,2019-06-07 15:51:14,149.77,8.13,149.87,7.27,,,"",0.2,"","","",,
SRR9178468,PRJNA352737,3.066,WGS,RANDOM,NextSeq 500,HSD20-02a-272-S2C005-0025-161130,marine plankton metagenome,SRX5951135,SCOPE metagenome (small size fraction) from HOT cruise 272 to station ALOHA. Sequenced on 20161130,HSD20-02a-272-S2C005-0025-161130,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-272-S2C005-0025,SRS4861702,SAMN11874748,SCOPE HOT time series metagenomic sample HSD20-02a-272-S2C005-0025,2015-05-24,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2324,0,2006,0,8.07,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,10218509,3066496716,1339523211,2019-06-07 15:51:14,150.01,6.66,150.08,5.95,,,"",0.2,"","","",,
SRR9178472,PRJNA352737,4.114,WGS,RANDOM,NextSeq 500,HSD20-02a-270-S2C009-0100-161103,marine plankton metagenome,SRX5951131,SCOPE metagenome (small size fraction) from HOT cruise 270 to station ALOHA. Sequenced on 20161103,HSD20-02a-270-S2C009-0100-161103,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-270-S2C009-0100,SRS4861840,SAMN11874730,SCOPE HOT time series metagenomic sample HSD20-02a-270-S2C009-0100,2015-03-30,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2323,0,2014,0,8.06,0,35,,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,13700095,4113544177,1852359129,2019-06-07 15:51:14,150.14,5.54,150.12,5.51,,,"",0.2,"","","",,
SRR9178475,PRJNA352737,5.063,WGS,RANDOM,NextSeq 500,HSD20-02a-277-S2C004-0075-170214,marine plankton metagenome,SRX5951128,SCOPE metagenome (small size fraction) from HOT cruise 277 to station ALOHA. Sequenced on 20170214,HSD20-02a-277-S2C004-0075-170214,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-277-S2C004-0075,SRS4861837,SAMN11874798,SCOPE HOT time series metagenomic sample HSD20-02a-277-S2C004-0075,2015-10-14,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,,,0,,,35,2,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,16832490,5063381072,2282097911,2019-06-07 15:51:13,150.4,2.78,150.41,2.34,,,"",0.2,"","","",,
